client_id;birth_number;district_id;gender
1431;19301108;55;F
1432;19610817;16;F
1433;19590710;72;F
1434;19670325;72;M
1435;19530625;52;M
1438;19631025;29;F
1439;19740910;29;M
1440;19780117;1;M
1441;19311205;42;F
1442;19330418;42;M
1443;19350125;29;M
1444;19420714;29;F
1445;19410724;68;M
1446;19540729;70;M
1447;19520621;70;F
1448;19571009;50;F
1449;19490629;41;M
1450;19690317;61;F
1452;19400528;72;F
1453;19660329;29;F
1454;19251003;73;M
1455;19270902;73;F
1456;19280424;70;M
1457;19341012;70;F
1458;19380408;67;M
1459;19760908;4;M
1460;19330313;23;F
1461;19691221;28;M
1462;19410302;49;M
1463;19360126;70;F
1464;19280401;36;F
1465;19310106;36;M
1466;19530822;39;M
1467;19240930;65;M
1468;19400416;77;F
1469;19660914;54;F
1470;19420504;1;M
1471;19380915;1;F
1472;19670910;1;F
1473;19311206;1;F
1474;19711215;45;F
1475;19320331;19;M
1476;19701130;70;M
1478;19690821;4;M
1479;19560622;1;M
1480;19430528;69;M
1481;19331123;62;F
1482;19500328;46;F
1483;19510510;1;F
1484;19520618;1;M
1485;19780514;7;M
1486;19740913;7;F
1487;19760827;48;F
1488;19610109;31;M
1489;19280124;6;M
1490;19280420;42;M
1491;19820421;19;M
1492;19680509;9;F
1493;19221229;1;M
1494;19150322;1;F
1495;19310210;1;F
1496;19420608;1;F
1497;19480803;53;F
1498;19410209;53;M
1499;19511129;74;F
1500;19811212;1;M
1501;19460122;68;M
1502;19730124;68;M
1503;19220901;58;M
1504;19180116;58;F
1505;19710625;65;F
1506;19310625;22;M
1507;19291122;22;F
1508;19540630;67;F
1509;19420419;62;F
1510;19480130;34;F
1511;19620306;13;F
1512;19420811;5;F
1513;19590821;74;M
1514;19570802;68;M
1516;19461017;38;F
1517;19561002;66;M
1518;19600728;3;F
1519;19590706;3;M
1520;19561105;72;M
1521;19791010;5;M
1522;19680514;52;F
1523;19310830;29;F
1524;19620113;30;F
1525;19430309;1;M
1526;19350315;1;F
1527;19341218;49;M
1528;19640320;57;M
1529;19720620;43;F
1530;19450806;74;F
1531;19600628;52;F
1532;19621030;52;M
1533;19601222;55;M
1534;19521222;17;F
1535;19361028;40;M
1536;19671013;37;F
1537;19791207;54;M
1539;19231119;32;M
1540;19371107;36;M
1541;19330306;36;F
1542;19191208;31;M
1543;19270602;31;F
1546;19300413;28;M
1547;19271220;28;F
1548;19230304;70;M
1549;19281114;70;F
1550;19461121;8;F
1554;19441215;55;M
1555;19500914;30;M
1556;19500402;66;M
1557;19591214;35;F
1558;19270125;11;F
1559;19401020;72;M
1561;19230916;1;F
1562;19190814;1;M
1563;19780806;3;M
1564;19470625;40;F
1565;19600519;71;M
1566;19661020;15;F
1567;19300419;50;M
1568;19270629;50;F
1569;19560717;54;F
1570;19580617;54;M
1571;19671015;7;F
1572;19631212;1;F
1574;19790218;18;M
1575;19231006;55;F
1576;19190502;55;M
1577;19440419;23;M
1578;19710815;40;F
1579;19631013;27;M
1580;19680618;1;F
1581;19630415;56;F
1582;19340214;54;M
1583;19720108;1;F
1584;19620129;1;F
1585;19350720;60;M
1586;19340112;60;F
1587;19280505;23;M
1588;19501029;45;M
1589;19511127;48;F
1590;19400810;13;F
1591;19530707;42;F
1592;19280411;56;M
1593;19250531;56;F
1594;19390929;56;M
1595;19541216;56;F
1596;19781022;58;F
1597;19560510;60;M
1598;19250425;67;M
1599;19641008;43;M
1600;19650615;43;F
1601;19690329;42;F
1602;19681230;42;M
1603;19680827;26;M
1604;19690721;26;F
1605;19800921;52;F
1606;19820902;65;M
1607;19410526;8;F
1608;19411111;53;M
1609;19440530;53;F
1610;19420423;68;F
1611;19631202;59;F
1612;19590630;59;M
1613;19610115;50;M
1614;19380518;21;M
1615;19520428;74;F
1616;19380523;54;M
1617;19500430;5;F
1618;19791207;17;F
1619;19420127;74;F
1620;19360515;74;M
1621;19520405;76;F
1622;19501012;52;M
1623;19630709;36;M
1624;19650910;9;M
1625;19730712;9;F
1628;19570325;12;F
1629;19660901;28;M
1630;19640219;28;F
1631;19760430;74;M
1632;19430220;8;F
1633;19720828;55;F
1634;19691110;55;M
1635;19300902;75;F
1636;19320912;75;M
1637;19431020;21;M
1638;19540130;40;F
1639;19590501;1;F
1640;19530613;51;F
1641;19230128;31;F
1642;19591010;1;F
1643;19760417;39;F
1644;19760606;56;M
1645;19610310;39;F
1646;19660317;8;M
1647;19780326;71;F
1648;19520312;46;M
1649;19500316;46;F
1650;19530329;1;M
1651;19660710;11;F
1653;19440619;42;M
1654;19631208;60;M
1655;19720204;74;M
1656;19680618;22;F
1657;19351002;32;M
1658;19290821;52;F
1659;19371215;1;F
1660;19821211;1;F
1661;19530416;47;F
1662;19670907;53;M
1663;19570429;19;M
1664;19181110;64;F
1665;19120302;64;M
1666;19410831;1;M
1667;19400813;1;F
1668;19490817;20;F
1669;19521025;47;M
1670;19610507;53;M
1671;19310915;57;F
1672;19280107;57;M
1673;19720709;48;M
1674;19201027;11;F
1675;19400215;74;M
1676;19530203;53;M
1677;19460907;53;F
1679;19420417;67;F
1680;19750328;29;F
1681;19401125;34;M
1682;19560907;69;M
1683;19511224;15;F
1684;19461025;15;M
1685;19440421;61;F
1686;19471108;1;F
1687;19470227;1;M
1688;19230810;32;M
1689;19361204;1;M
1690;19470817;46;F
1691;19780208;21;F
1692;19720207;62;M
1693;19800706;45;F
1694;19791227;45;M
1696;19230321;1;F
1697;19640110;55;F
1698;19671121;55;M
1699;19550311;17;M
1700;19490309;7;M
1701;19450611;7;F
1702;19730407;53;F
1703;19180111;50;M
1704;19141003;50;F
1705;19460701;19;F
1706;19440719;19;M
1707;19510218;10;M
1709;19521213;74;F
1710;19440211;54;M
1711;19620614;64;F
1712;19640101;64;M
1713;19350421;65;M
1714;19450522;58;M
1717;19790307;73;F
1718;19380727;75;M
1719;19700809;35;M
1720;19340224;33;F
1721;19340702;33;M
1722;19331001;68;M
1723;19810228;71;F
1724;19341021;68;F
1725;19590118;76;F
1726;19520603;76;M
1727;19510121;32;M
1728;19460818;32;F
1729;19470516;76;M
1730;19321215;40;M
1731;19681130;17;F
1733;19740720;57;F
1734;19751110;26;M
1735;19760531;26;F
1736;19790417;41;F
1737;19550730;27;M
1738;19630125;27;F
1741;19320702;70;M
1742;19540606;1;M
1743;19590727;3;M
1744;19691228;50;F
1745;19591018;23;F
1746;19590910;11;F
1747;19560220;11;M
1748;19761231;64;M
1749;19281117;50;F
1750;19641231;23;M
1751;19590124;54;M
1752;19781123;70;M
1753;19790226;60;F
1754;19790529;57;M
1755;19650818;65;F
1756;19360708;1;M
1757;19370930;1;F
1758;19471113;35;M
1759;19230116;63;F
1760;19230307;77;M
1761;19480423;45;M
1762;19561230;61;M
1763;19671207;46;M
1764;19710709;66;M
1765;19750803;9;M
1768;19510427;29;M
1769;19490805;12;M
1770;19511015;12;F
1771;19271020;54;F
1772;19790921;73;F
1774;19711005;32;F
1775;19431208;73;M
1776;19541024;30;F
1777;19630108;69;F
1778;19680902;69;M
1779;19351126;37;M
1780;19541209;54;F
1781;19240816;67;M
1782;19481224;19;M
1783;19461005;1;F
1784;19801102;2;F
1785;19751125;39;M
1786;19340625;63;F
1787;19311128;63;M
1788;19500323;1;M
1789;19330807;61;F
1790;19530528;1;M
1791;19660512;5;F
1792;19750901;54;M
1793;19450317;41;F
1794;19400330;54;F
1795;19600228;38;F
1796;19381123;10;M
1797;19411104;10;F
1798;19330708;70;M
1799;19590626;36;M
1800;19430928;63;F
1801;19700101;66;M
1802;19641016;66;F
1803;19460512;25;F
1806;19520103;5;M
1807;19350630;47;M
1808;19330626;47;F
1809;19310512;24;M
1810;19190630;41;M
1811;19390329;1;M
1812;19470517;36;F
1813;19490928;36;M
1814;19400312;57;M
1815;19770224;16;F
1816;19510724;62;M
1817;19531206;47;F
1818;19561002;47;M
1819;19790420;43;F
1820;19281120;50;F
1821;19410424;1;M
1822;19220913;71;F
1823;19780807;1;F
1824;19600803;69;M
1825;19740424;51;F
1826;19370912;13;M
1827;19410816;13;F
1828;19621114;69;M
1829;19420816;51;F
1830;19520203;33;M
1831;19761009;51;M
1832;19660731;1;F
1833;19661115;30;M
1834;19270219;7;M
1835;19280311;7;F
1836;19440307;36;F
1837;19570113;67;M
1838;19591127;67;F
1839;19361218;5;F
1840;19351028;5;M
1841;19530323;67;F
1842;19430913;9;M
1843;19390125;48;F
1844;19220203;74;F
1845;19181114;74;M
1846;19801212;48;M
1847;19790130;52;F
1848;19240702;6;F
1849;19220924;57;F
1850;19420705;52;F
1851;19750912;31;F
1852;19620905;50;M
1853;19650818;1;M
1854;19320527;70;F
1856;19680822;54;F
1857;19640316;54;M
1860;19641031;1;F
1861;19570715;29;M
1862;19771009;50;F
1863;19520216;54;M
1864;19480314;22;M
1865;19490609;22;F
1866;19420611;64;F
1867;19440924;1;F
1868;19800216;60;M
1869;19330214;1;F
1870;19350429;1;M
1871;19800220;1;F
1872;19630124;52;F
1873;19681026;52;M
1874;19461020;1;M
1875;19761019;15;M
1876;19510701;1;M
1877;19570821;47;F
1878;19630902;47;M
1879;19440402;21;F
1880;19740808;1;M
1881;19340124;72;M
1882;19320524;72;F
1883;19611027;18;F
1884;19760126;59;F
1885;19700107;47;F
1886;19200407;34;M
1887;19260715;54;M
1888;19180924;66;F
1889;19570728;32;F
1890;19550814;14;F
1891;19590304;62;F
1892;19280326;66;M
1893;19340211;66;F
1894;19471105;1;F
1895;19651103;47;F
1896;19820208;48;M
1897;19690307;36;F
1898;19610801;73;M
1899;19410703;10;M
1900;19651122;23;M
1901;19621107;23;F
1903;19390830;1;F
1904;19410222;66;M
1905;19490518;72;F
1906;19220707;63;M
1907;19280908;75;F
1908;19200117;33;M
1909;19440316;35;F
1910;19461108;67;M
1911;19380421;48;F
1912;19720226;57;M
1913;19680415;69;M
1914;19420620;39;F
1915;19390909;39;M
1916;19260719;28;M
1917;19690313;69;F
1919;19490504;30;M
1920;19750807;42;M
1921;19461026;1;F
1922;19490403;1;M
1923;19580507;1;F
1924;19380529;67;M
1925;19380623;37;M
1926;19350208;37;F
1927;19520426;77;M
1928;19520814;77;F
1929;19550815;65;F
1930;19340221;38;F
1931;19421114;16;F
1932;19400121;15;F
1934;19331121;70;F
1935;19290512;68;F
1936;19551016;15;F
1937;19600327;15;M
1938;19390930;57;F
1939;19250814;1;M
1940;19230122;1;F
1941;19210712;10;F
1942;19150510;10;M
1943;19260211;39;M
1944;19570122;31;F
1945;19540603;54;M
1946;19350719;72;M
1947;19810208;23;M
1948;19390219;71;F
1949;19420623;71;M
1950;19290706;26;M
1951;19710429;41;M
1952;19710309;52;F
1953;19650922;52;M
1954;19520728;69;M
1955;19711028;66;F
1956;19250709;1;F
1957;19720304;63;M
1958;19771121;63;F
1959;19201226;1;M
1960;19460823;22;M
1961;19200604;31;F
1962;19501118;6;M
1963;19450612;38;M
1964;19310805;17;M
1965;19390810;75;M
1966;19480701;19;F
1967;19631115;1;F
1968;19600813;1;M
1969;19260826;53;F
1970;19471105;1;F
1971;19690314;3;F
1972;19460429;1;F
1973;19310913;60;F
1974;19180714;10;M
1975;19150927;10;F
1976;19181012;72;M
1977;19351025;10;F
1978;19520522;18;F
1979;19260319;51;F
1980;19590430;77;M
1981;19700922;19;F
1982;19770708;53;M
1983;19820205;53;F
1984;19260829;1;M
1985;19371213;6;M
1986;19420813;6;F
1988;19520504;13;M
1989;19390113;50;F
1990;19431125;50;M
1991;19181109;64;M
1993;19750621;1;M
1994;19670706;1;F
1995;19410410;50;F
1996;19370320;1;M
1997;19771109;1;F
1998;19781215;40;F
1999;19820210;74;F
2000;19420509;39;F
2001;19770805;34;F
2002;19181126;70;F
2003;19210615;70;M
2004;19740203;1;F
2005;19791003;30;M
2006;19620822;41;F
2007;19580913;41;M
2008;19400607;47;M
2009;19360116;12;M
2010;19520812;37;M
2011;19251118;46;F
2012;19230627;46;M
2013;19400710;1;F
2015;19681115;1;F
2016;19341009;55;M
2017;19310123;55;F
2018;19450825;56;F
2019;19320928;73;M
2020;19251220;73;F
2021;19191208;67;M
2022;19391112;56;M
2023;19310902;56;F
2024;19340415;62;M
2025;19411231;39;M
2026;19341203;39;F
2027;19300122;12;M
2028;19241017;12;F
2029;19230919;5;F
2030;19800804;5;F
2031;19261215;54;M
2032;19430321;1;M
2033;19370702;1;F
2034;19260612;13;M
2035;19280727;13;F
2037;19480826;69;F
2038;19800329;1;F
2039;19690120;68;F
2040;19440807;59;M
2041;19560811;68;M
2042;19820704;49;M
2043;19540915;77;F
2044;19610918;32;F
2045;19560822;28;M
2046;19520826;28;F
2047;19430725;11;F
2048;19280603;23;F
2049;19270220;70;M
2050;19320523;70;F
2051;19181207;74;F
2052;19140519;74;M
2053;19180207;16;M
2054;19481206;48;M
2055;19760831;56;F
2056;19781209;1;M
2057;19760102;6;F
2058;19710302;76;M
2059;19720630;43;M
2060;19710604;43;F
2061;19530727;63;M
2062;19540522;63;F
2063;19500926;68;F
2064;19260730;53;M
2065;19780820;64;M
2066;19721027;1;M
2067;19791020;56;M
2068;19300524;72;F
2069;19230101;70;F
2070;19720723;70;F
2071;19731219;1;M
2072;19440209;75;F
2073;19560208;22;M
2074;19610916;24;F
2075;19220129;74;M
2076;19570207;63;F
2077;19300301;44;F
2078;19780803;10;F
2079;19250529;72;F
2080;19631226;60;M
2081;19721106;46;F
2082;19330204;67;M
2083;19430312;71;M
2084;19290216;1;F
2085;19281128;1;M
2086;19541029;35;F
2087;19770929;68;M
2088;19480826;32;F
2089;19670609;70;F
2090;19701007;70;M
2091;19280117;48;F
2092;19450321;72;M
2093;19700624;48;M
2094;19750906;48;F
2095;19740430;9;M
2096;19740906;74;F
2097;19361111;53;M
2098;19390528;53;F
2099;19180116;1;M
2100;19310929;33;F
2101;19350624;33;M
2102;19410527;51;M
2103;19440204;18;F
2104;19480108;37;M
2105;19470718;42;F
2106;19210321;74;F
2107;19230418;74;M
2108;19450421;77;F
2109;19500514;15;F
2110;19671103;3;F
2111;19240529;57;F
2112;19270915;21;M
2113;19370404;68;M
2114;19180821;51;M
2115;19140301;51;F
2116;19300614;76;M
2117;19450228;53;M
2118;19701112;1;M
2119;19600518;30;F
2121;19790925;64;M
2122;19700717;1;F
2123;19820517;53;M
2124;19490114;68;F
2125;19750412;71;M
2126;19750328;52;F
2128;19550813;38;F
2129;19621207;75;M
2130;19451029;21;F
2131;19750211;39;F
2132;19690206;39;M
2133;19211128;53;F
2134;19171214;53;M
2135;19400808;24;F
2136;19400724;28;F
2137;19621109;73;F
2138;19801219;68;M
2139;19320306;18;F
2140;19261018;18;M
2141;19510906;28;M
2142;19411220;21;F
2143;19481112;21;M
2144;19600128;15;F
2145;19681224;39;F
2146;19730104;65;M
2147;19630814;69;F
2148;19530720;31;F
2149;19230409;33;F
2150;19410417;61;M
2151;19451230;61;F
2152;19290907;17;F
2153;19490516;36;F
2154;19571128;60;F
2155;19580610;15;M
2156;19661227;33;F
2157;19451117;11;M
2158;19810506;10;M
2159;19300123;74;F
2160;19450531;70;M
2161;19200306;1;F
2162;19130912;1;M
2163;19180408;52;M
2164;19411029;47;M
2165;19450302;47;F
2166;19470722;30;F
2167;19811213;1;M
2168;19630712;46;F
2169;19710101;46;M
2170;19420430;70;M
2171;19581128;1;M
2172;19290821;7;F
2173;19511217;56;F
2174;19520808;74;F
2175;19420103;53;F
2176;19460716;18;M
2177;19420530;24;F
2178;19390809;46;M
2179;19391027;9;F
2180;19721017;51;F
2181;19680722;46;M
2182;19291201;75;F
2183;19310821;75;M
2184;19700707;24;M
2185;19570620;20;F
2186;19420726;48;F
2187;19330312;40;M
2188;19250825;40;F
2189;19621115;21;F
2190;19741022;28;M
2191;19790804;28;F
2192;19560412;1;F
2193;19520726;1;M
2194;19610822;50;F
2195;19420913;68;F
2196;19550216;31;F
2197;19621210;47;F
2198;19200222;17;F
2199;19111209;17;M
2200;19530731;66;M
2201;19290223;44;M
2202;19280817;44;F
2203;19391001;10;M
2204;19460819;54;F
2205;19521212;55;M
2206;19640604;10;F
2207;19610217;70;F
2208;19590109;70;M
2209;19270613;30;F
2210;19330423;30;M
2211;19200224;3;F
2212;19720527;52;M
2213;19681107;3;M
2214;19461107;5;M
2215;19250129;10;M
2216;19720704;1;F
2217;19740220;1;M
2218;19681108;43;M
2219;19641128;43;F
2220;19520217;20;F
2221;19450315;20;M
2222;19340803;1;F
2223;19430524;70;F
2224;19321004;54;M
2225;19601106;4;F
2226;19641009;74;F
2227;19750725;42;M
2228;19400320;43;F
2229;19440907;68;M
2230;19690531;5;M
2231;19711013;21;F
2232;19670527;36;M
2233;19641224;36;F
2235;19400420;14;F
2236;19780627;44;F
2237;19581003;47;M
2238;19540219;47;F
2239;19760109;6;F
2240;19320312;47;F
2241;19261230;47;M
2242;19760605;1;F
2243;19800704;1;M
2246;19530801;55;F
2247;19780113;35;F
2248;19751024;7;M
2249;19451207;32;F
2250;19381208;34;F
2251;19711013;26;F
2252;19651115;37;M
2253;19570909;37;F
2254;19271209;72;F
2255;19230824;50;F
2256;19740605;70;M
2257;19790831;62;F
2258;19791103;62;M
2259;19500102;19;F
2260;19620422;62;F
2261;19561113;62;M
2263;19340817;1;M
2264;19430508;4;M
2265;19770918;52;M
2266;19390123;16;M
2267;19660410;1;F
2268;19381226;10;M
2269;19631110;48;F
2270;19600421;61;F
2271;19641107;61;M
2274;19641014;9;M
2275;19650724;9;F
2276;19320427;44;F
2277;19790325;1;M
2278;19210701;76;M
2279;19531106;52;M
2280;19740424;10;F
2281;19780606;76;F
2282;19730311;60;M
2283;19610809;1;M
2286;19661126;54;F
2287;19791021;47;M
2288;19570823;32;F
2289;19540821;32;M
2290;19540530;31;F
2291;19570919;6;M
2292;19211110;59;M
2293;19691122;1;M
2294;19521227;32;F
2295;19390228;22;F
2296;19420613;22;M
2297;19650118;48;M
2298;19690515;48;F
2299;19400220;6;F
2300;19610707;35;F
2301;19601219;35;M
2302;19570126;74;M
2303;19390401;61;F
2304;19390211;61;M
2305;19490610;70;F
2306;19430821;70;M
2307;19230906;26;M
2308;19741031;27;F
2309;19760513;15;F
2310;19390723;40;M
2311;19351001;40;F
2312;19750215;11;F
2313;19801029;70;M
2314;19591216;34;F
2315;19631008;34;M
2316;19700325;1;M
2317;19760222;1;M
2318;19230919;20;F
2319;19700516;40;F
2320;19510523;60;M
2321;19680112;68;F
2322;19280611;15;M
2323;19420629;48;F
2324;19780716;27;M
2325;19550203;2;F
2326;19451214;72;F
2327;19191027;73;M
2328;19681002;24;M
2329;19730102;18;M
2330;19481117;40;F
2331;19570531;42;F
2332;19491222;60;F
2333;19491012;60;M
2335;19340328;66;F
2336;19220717;12;M
2337;19170409;12;F
2338;19570725;58;F
2339;19561206;58;M
2340;19530502;42;M
2341;19470713;42;F
2342;19481218;70;M
2343;19590318;1;M
2344;19240427;3;F
2345;19420719;33;M
2346;19471025;33;F
2347;19431217;35;F
2348;19330424;35;M
2349;19680710;46;F
2350;19670609;46;M
2351;19650417;38;M
2352;19770929;70;F
2353;19290917;4;F
2354;19671221;1;M
2355;19480630;6;F
2356;19300710;52;M
2357;19370110;52;F
2358;19461016;74;F
2359;19530701;74;M
2361;19680924;9;M
2362;19740902;9;F
2363;19470618;43;M
2364;19710426;56;F
2365;19530626;46;F
2366;19300101;35;M
2367;19310405;35;F
2368;19431222;64;F
2369;19401219;64;M
2370;19560821;41;F
2371;19560207;70;F
2372;19710409;23;F
2373;19540119;15;M
2374;19680727;9;M
2375;19650725;72;F
2376;19640819;72;M
2377;19501117;49;M
2378;19530313;63;F
2379;19640619;33;F
2380;19270817;40;M
2381;19311011;40;F
2382;19271025;62;F
2383;19470101;31;F
2384;19461217;31;M
2385;19330505;13;M
2386;19340310;13;F
2387;19450716;77;F
2388;19710729;42;M
2389;19240720;25;M
2390;19380513;57;M
2391;19420124;1;M
2392;19550521;26;M
2393;19760823;16;F
2394;19620604;5;M
2395;19530311;8;M
2396;19490829;41;F
2397;19180714;46;M
2398;19550825;71;F
2399;19430502;42;F
2400;19590410;19;M
2401;19480126;26;F
2402;19481026;41;M
2403;19630125;1;F
2404;19770705;27;F
2405;19750821;27;M
2406;19561006;49;F
2407;19750827;51;M
2408;19400428;6;F
2409;19640527;54;M
2410;19730208;73;F
2411;19680817;73;M
2412;19801026;20;M
2413;19610809;46;M
2414;19500713;54;F
2415;19570424;54;M
2416;19541223;72;F
2417;19380621;48;F
2418;19531227;1;F
2419;19540623;1;F
2420;19720606;48;F
2421;19701110;48;M
2422;19760609;68;F
2423;19570709;42;M
2424;19201110;54;M
2425;19770718;6;F
2426;19270609;74;M
2427;19341130;74;F
2428;19460627;1;F
2429;19731122;70;M
2430;19371028;5;M
2431;19661010;75;M
2432;19240308;27;F
2433;19640619;32;M
2434;19450524;42;F
2435;19431018;16;F
2436;19340806;25;F
2437;19361227;45;M
2438;19460919;52;F
2439;19441126;52;M
2440;19350909;17;M
2441;19281006;1;M
2442;19270708;1;F
2443;19490523;75;M
2444;19340826;4;M
2445;19690226;54;M
2447;19721007;68;M
2448;19710701;68;F
2449;19671228;1;M
2450;19750517;54;F
2451;19391206;42;M
2452;19520607;64;F
2453;19240113;13;M
2454;19400904;69;F
2455;19191104;72;M
2456;19231204;72;F
2457;19400817;68;M
2458;19320809;68;F
2459;19740722;20;F
2460;19630105;19;F
2461;19670402;64;M
2462;19340606;19;M
2463;19441217;7;M
2464;19450901;30;M
2465;19731017;51;M
2467;19460516;36;F
2468;19650318;71;M
2469;19570910;54;F
2470;19430614;53;M
2471;19420105;53;F
2472;19760329;70;F
2473;19761017;20;F
2474;19570406;42;M
2475;19820202;44;F
2476;19570216;75;F
2477;19520614;75;M
2478;19400524;48;F
2479;19590331;31;F
2480;19761208;46;F
2481;19480622;6;M
2482;19250107;34;M
2483;19291230;34;F
2484;19691221;68;M
2485;19330515;20;M
2486;19611005;76;F
2487;19670925;67;F
2488;19800922;9;F
2489;19750128;64;F
2490;19610326;61;F
2491;19390320;5;F
2492;19431213;5;M
2493;19621009;1;M
2494;19710106;37;M
2495;19391214;58;F
2496;19720707;1;M
2497;19620406;34;F
2498;19800312;37;M
2499;19440804;13;M
2500;19460820;24;F
2501;19401204;70;F
2502;19350313;1;F
2503;19770923;54;F
2504;19500109;61;M
2505;19600430;25;F
2506;19760927;76;M
2507;19520826;37;F
2508;19650807;72;F
2509;19710206;72;M
2510;19590610;72;F
2511;19750327;35;F
2512;19740727;35;M
2513;19410508;41;M
2514;19570211;59;M
2515;19580603;12;M
2516;19420105;33;F
2517;19240909;18;M
2518;19210507;18;F
2519;19700806;29;F
2520;19440730;62;M
2521;19470330;55;F
2522;19370908;74;M
2523;19371202;74;F
2524;19590731;36;M
2525;19520710;36;F
2526;19640726;1;M
2527;19470731;44;F
2528;19770216;25;M
2529;19390622;70;M
2530;19500211;8;M
2531;19540124;5;F
2532;19370509;29;M
2533;19290717;40;F
2534;19430110;1;M
2535;19450110;1;M
2536;19611022;64;M
2537;19571010;73;M
2538;19800223;56;M
2539;19720121;32;F
2540;19810626;46;M
2542;19441219;3;M
2543;19520827;3;F
2545;19530928;9;F
2546;19611203;41;F
2547;19531029;48;F
2548;19531006;48;M
2549;19230505;70;F
2550;19761012;1;F
2551;19390811;70;F
2552;19640124;74;F
2553;19761124;34;M
2554;19410920;64;M
2555;19630923;42;M
2556;19510210;44;F
2557;19570218;7;M
2558;19590118;30;M
2559;19650331;8;F
2560;19740620;70;F
2561;19450726;48;M
2562;19521101;42;M
2563;19710908;74;M
2565;19460522;64;M
2566;19630325;29;F
2567;19430530;64;M
2568;19380611;64;F
2569;19480401;69;M
2570;19470619;69;F
2571;19790425;43;F
2572;19531008;1;M
2573;19650310;1;F
2574;19320422;29;F
2576;19790516;46;F
2577;19180107;70;M
2578;19540708;76;M
2579;19350102;11;F
2580;19350307;11;M
2581;19531119;52;F
2582;19381215;51;M
2583;19370617;75;M
2584;19441215;4;F
2585;19710828;75;F
2586;19660514;8;M
2587;19730103;8;F
2588;19580519;33;M
2589;19630217;21;M
2590;19641019;42;F
2591;19600227;42;M
2592;19800831;1;F
2593;19770610;1;M
2594;19630731;55;M
2596;19611008;31;M
2597;19690806;28;F
2598;19651025;28;M
2599;19460109;1;M
2600;19230417;7;F
2601;19610725;37;M
2602;19660820;37;F
2603;19721103;38;F
2604;19260711;22;M
2605;19250417;22;F
2606;19430104;31;M
2607;19430327;63;M
2608;19430915;58;F
2609;19770509;1;M
2610;19800503;1;F
2611;19381109;77;M
2612;19750203;38;M
2613;19771026;1;M
2614;19460314;72;M
2615;19450826;64;F
2616;19700707;50;M
2617;19620626;50;F
2618;19420814;17;M
2619;19690709;63;F
2620;19680718;63;M
2621;19560509;51;M
2622;19730607;71;M
2623;19650716;16;F
2625;19721007;57;M
2626;19400214;1;M
2628;19311105;1;F
2629;19311203;1;M
2630;19370820;64;F
2631;19700521;18;M
2632;19630225;18;F
2633;19670712;1;F
2635;19661210;67;F
2636;19181024;28;M
2637;19350606;64;M
2638;19420107;1;M
2639;19500304;45;F
2640;19510129;45;M
2642;19730904;22;M
2643;19460107;54;F
2644;19640323;6;F
2645;19200422;67;M
2646;19370607;63;F
2647;19400326;9;M
2648;19341010;9;F
2650;19750305;75;M
2651;19691127;75;F
2652;19490509;41;F
2653;19500125;1;M
2654;19391008;59;F
2655;19630812;44;M
2656;19550915;54;M
2657;19480709;73;M
2658;19330121;11;M
2659;19410524;46;M
2661;19611017;1;F
2662;19780829;1;M
2663;19761001;8;M
2666;19350706;47;F
2667;19720101;9;M
2668;19750209;9;F
2669;19270508;51;M
2670;19360913;45;M
2671;19720422;35;F
2672;19400326;7;F
2673;19590716;65;M
2674;19521003;65;F
2675;19240122;31;M
2676;19610601;61;M
2677;19220524;33;M
2678;19180515;33;F
2679;19380930;1;M
2680;19450902;1;F
2681;19710104;45;F
2682;19750114;45;M
2683;19290613;48;F
2684;19530211;74;F
2685;19690621;73;F
2686;19510324;19;F
2687;19490822;19;M
2688;19671024;60;F
2689;19230117;16;M
2690;19711225;58;F
2691;19640517;47;M
2692;19250530;44;M
2693;19760804;46;F
2694;19271006;15;F
2695;19290516;15;M
2696;19470904;2;M
2697;19480814;2;F
2698;19701007;31;F
2699;19770223;31;M
2700;19450222;34;M
2701;19520329;1;M
2702;19190226;7;M
2703;19730312;2;F
2704;19490522;1;F
2705;19240430;43;M
2706;19670702;3;M
2707;19690523;45;M
2708;19580812;73;M
2709;19460614;26;M
2712;19560117;25;M
2713;19620902;36;M
2714;19700306;6;F
2715;19570704;7;M
2716;19690713;25;F
2717;19300428;46;M
2718;19321222;46;F
2719;19641030;29;F
2720;19490905;1;F
2721;19500626;24;F
2724;19750301;35;M
2726;19730728;1;F
2727;19680205;1;M
2728;19220813;74;M
2729;19660828;1;M
2730;19470318;52;M
2731;19271208;38;M
2732;19530916;57;F
2733;19271111;3;F
2734;19341112;3;M
2735;19280731;64;M
2736;19580215;1;F
2738;19510425;1;M
2739;19500126;13;M
2740;19671123;36;F
2741;19301129;41;F
2742;19480827;65;F
2743;19391004;50;F
2744;19430222;50;M
2745;19390807;54;F
2746;19710225;1;M
2747;19361014;6;M
2748;19361006;6;F
2749;19210304;14;F
2750;19130713;14;M
2751;19570124;68;F
2752;19710809;48;M
2754;19780524;66;F
2755;19700323;1;F
2756;19190928;31;F
2758;19460714;1;M
2759;19740126;2;M
2760;19751212;68;F
2761;19770929;1;F
2762;19530423;29;F
2765;19810420;36;F
2766;19590915;70;M
2767;19540604;70;F
2768;19640402;1;M
2769;19370515;69;M
2770;19540708;1;M
2771;19201025;37;M
2772;19230108;37;F
2773;19190913;49;F
2774;19210223;49;M
2775;19780709;41;F
2776;19340607;31;F
2777;19700328;46;F
